"number_past_order","time_web","voucher","past_spend","ad_channel","revenue"
2,132,"0",18,"1",47
1,147,"0",9,"1",77
0,122,"0",0,"1",53
1,111,"1",6,"1",45
0,119,"0",0,"1",63
1,134,"0",11,"1",60
0,125,"0",0,"3",60
0,125,"0",0,"1",41
0,145,"0",0,"3",60
0,111,"0",0,"3",69
0.772055847834884,117,"0",4,"1",58
0,128,"0",0,"4",53
1,144,"0",3,"2",68
1,118,"0",24,"1",70
1,145,"0",5,"1",62
1,106,"0",4,"1",55
0,53,"0",0,"3",33
1,103,"0",3,"4",41
0,77,"0",0,"1",56
2,50,"1",48,"2",26
1,91,"0",19,"2",63
1,149,"0",13,"1",58
0,151,"0",0,"1",65
2,121,"0",16,"1",61
1,106,"0",6,"1",52
2,157,"0",34,"1",71
0,161,"0",0,"4",69
0,130,"0",0,"1",50
1,130,"0",11,"3",73
1,98,"0",11,"1",41
1,159,"0",2,"2",71
1,128,"1",6,"3",56
1,74,"0",18,"2",53
1,136,"0",15,"1",57
0,139,"0",0,"2",63
1,111,"1",26,"1",48
0,115,"0",0,"4",54
1,98,"0",2,"2",48
0,133,"0",0,"1",48
1,132,"0",20,"4",64
0,137,"0",0,"1",66
1,125,"1",8,"1",46
1,130,"1",26,"1",44
0,111,"0",0,"1",47
0,150,"0",0,"2",50
1,114,"0",6,"4",42
1,158,"0",3,"2",70
1,112,"1",13,"1",66
1,128,"0",15,"4",63
1,112,"0",5,"3",40
0,108,"0",0,"1",38
1,118,"0",8,"1",52
0,128,"1",0,"2",69
0,148,"0",0,"1",54
0,131,"0",0,"2",50
1,155,"0",4,"2",70
0,156,"0",0,"2",71
1,137,"1",41,"2",38
2,123,"0",28,"1",52
1,122.344953016065,"1",14,"1",56
0,158,"0",0,"3",76
1,109,"0",9,"1",58
1,128,"1",7,"2",63
2,105,"0",18,"1",46
0,133,"1",0,"1",71
1,100,"0",4,"3",44
0,126,"1",0,"2",56
0,132,"0",0,"1",49
0,169,"0",0,"1",71
0,106,"0",0,"1",50
1,118,"1",9,"1",48
1,113,"0",4,"1",45
1,96,"0",6,"4",43
2,140,"0",6,"1",62
1,160,"0",13,"1",81
1,129,"0",6,"4",48
1,128,"0",10,"3",55
0,104,"0",0,"1",48
1,142,"0",6,"4",66
0,81,"0",0,"4",58
2,163,"1",10,"2",79
1,116,"0",2,"3",49
1,168,"0",28,"2",100
0,147,"0",0,"1",65
0,137,"0",0,"1",63
0,122,"0",0,"3",62
1,118,"0",11,"1",56
1,113,"0",19,"4",40
0,105,"0",0,"3",48
1,107,"0",2,"3",48
2,111,"0",46,"3",60
2,135,"0",38,"4",48
0,117,"0",0,"3",46
1,129,"0",26,"3",47
1,127,"0",16,"3",52
0,105,"0",0,"3",52
2,124,"0",48,"3",68
0,132,"0",0,"1",58
1,132,"0",9,"2",66
0,98,"1",0,"4",51
2,130,"0",10,"2",59
0,109,"0",0,"1",39
0,140,"1",0,"2",51
1,126,"0",9,"1",47
1,116,"0",14,"1",46
1,146,"0",11,"2",68
0.772055847834884,129,"0",0,"2",44
0,153,"0",0,"3",69
1,121,"0",26,"4",43
0,134,"0",0,"1",51
1,91,"0",10.1047995139733,"2",51
1,84,"0",10,"2",37
1,94,"0",13,"3",46
0,136,"0",0,"3",78
0,119,"1",0,"1",52
2,80,"0",18,"3",41
0,127,"0",0,"1",55
0,143,"0",0,"1",63
0,141,"0",0,"2",69
0,140,"1",0,"3",50
0,122,"0",0,"4",70
1,143,"0",26,"3",73
0,121,"0",0,"4",65
0,135,"0",0,"3",66
1,152,"1",14,"3",61
0,122.344953016065,"1",0,"1",45
1,140,"0",8,"1",66
1,65,"0",27,"3",55
1,114,"0",11,"2",49
1,140,"0",11,"2",57
1,159,"0",16,"3",78
0.772055847834884,129,"1",0,"3",72
1,118,"0",8,"1",46
1,104,"0",4,"1",56
0,121,"0",0,"4",50
2,162,"0",6,"3",76
0,104,"0",0,"1",55
0,151,"0",0,"1",66
1,110,"1",13,"3",44
0,150,"0",0,"2",59
0,123,"1",0,"2",47
1,127,"0",14,"4",52
1,159,"0",14,"3",61
1,102,"0",26,"4",58
1,86,"0",7,"4",38
1,120,"0",7,"1",48
0,115,"0",0,"4",54
1,164,"0",19,"1",73
2,126,"1",18,"1",56
3,91,"0",18,"3",42
1,148,"0",13,"1",67
1,120,"0",18,"3",58
1,102,"0",8,"4",51
1,142,"0",6,"4",74
2,115,"0",6,"3",53
1,151,"0",26,"4",54
0,122,"0",0,"1",50
0,128,"1",0,"2",61
0,138,"0",0,"3",71
2,103,"0",54,"1",56
1,109,"0",16,"1",41
1,131,"0",23,"4",36
1,147,"0",15,"3",84
1,122,"0",22,"4",74
1,144,"0",9,"3",70
0,152,"0",0,"4",53
0,125,"0",0,"2",61
2,122,"1",22,"1",46
2,104,"1",28,"1",49
1,136,"0",28,"1",81
2,138,"1",32,"1",58
0,119,"0",0,"3",57
1,105,"0",6,"3",45
0,99,"0",0,"3",31
0,123,"0",0,"1",63
1,129,"0",10,"1",53
0,59,"0",0,"1",43
0,106,"1",0,"1",52
1,106,"0",19,"2",31
0,143,"0",0,"1",65
0,105,"0",0,"1",43
2,112,"0",26,"1",42
1,143,"0",11,"1",73
0,106,"0",0,"3",73
0,124,"1",0,"3",57
0,148,"0",0,"4",56
0,110,"0",0,"1",60
1,101,"0",8,"3",46
1,161,"0",21,"2",68
1,65,"0",16,"1",47
1,142,"0",17,"4",76
1,135,"0",11,"1",62
2,81,"0",38,"2",38
2,98,"0",32,"2",44
1,171,"0",4,"1",81
1,87,"0",14,"1",55
0,140,"0",0,"1",67
1,110,"0",20,"1",60
1,97,"0",2,"3",54
1,147,"0",10,"3",57
2,116,"0",36,"2",46
3,97,"0",72,"1",28
1,126,"1",15,"1",67
1,135,"1",15,"1",67
0,98,"0",0,"4",51
0,132,"0",0,"2",57
1,91,"0",2,"1",41
1,139,"1",16,"1",74
0,122.344953016065,"0",0,"1",40
0,117,"0",0,"2",48
0,109,"0",0,"3",60
1,110,"0",3,"2",50
0,80,"0",0,"2",31
1,148,"0",17,"1",73
1,122,"0",4,"2",52
1,110,"0",6,"1",55
1,125,"0",7,"2",47
0,109,"0",0,"3",42
1,92,"0",6,"2",48
0,101,"0",0,"1",33
1,159,"0",5,"4",67
1,119,"1",10,"3",56
1,82,"0",9,"4",28
2,130,"0",22,"2",66
0,139,"0",0,"1",55
0,100,"0",0,"1",36
2,105,"0",40,"1",38
0,138,"0",0,"1",65
1,154,"0",1,"3",70
1,138,"0",23,"3",67
1,109,"0",1,"1",57
0,118,"0",0,"2",83
2,146,"0",22,"1",78
1,115,"0",12,"3",62
0,131,"0",0,"1",47
0.772055847834884,128,"0",0,"2",44
2,115,"0",2,"1",49
1,107,"0",3,"1",47
2,140,"0",48,"1",77
0,140,"0",0,"4",63
1,124,"0",13,"2",59
0,126,"0",0,"1",60
1,136,"1",15,"4",52
1,129,"0",11,"1",51
1,145,"1",11,"1",59
1,121,"0",9,"3",49
0,152,"0",0,"2",69
1,112,"0",13,"2",47
0,135,"0",0,"2",54
0,111,"1",0,"2",53
0,157,"1",0,"1",74
1,111,"0",1,"3",51
0,131,"0",0,"4",54
0,136,"0",0,"1",68
0,116,"0",0,"2",48
0,119,"0",0,"4",49
1,114,"0",12,"4",64
0,100,"0",0,"1",32
0,85,"0",0,"3",44
1,99,"1",5,"1",48
0,86,"0",0,"1",50
0,134,"0",0,"3",68
2,165,"0",10,"2",83
0,123,"0",0,"3",62
2,142,"0",28,"2",60
0.772055847834884,122,"0",10,"2",48
2,96,"0",10,"1",40
0,62,"0",0,"3",47
0,160,"0",0,"1",92
1,146,"0",14,"3",55
1,111,"0",29,"4",61
1,124,"0",12,"1",41
1,129,"0",14,"4",70
1,115,"0",13,"1",46
0,135,"0",0,"4",40
0,97,"0",0,"2",50
0,110,"0",0,"2",66
1,94,"0",11,"4",46
0,135,"0",0,"2",65
1,161,"0",7,"2",81
1,119,"0",1,"1",58
1,137,"0",6,"3",63
2,62,"0",8,"3",35
3,108,"0",33,"4",66
1,128,"1",10,"4",58
2,149,"0",22,"1",66
1,134,"1",4,"3",69
0,113,"0",0,"1",55
0,79,"0",0,"1",44
0,131,"0",0,"1",54
1,127,"0",18,"4",65
3,131,"0",27,"1",67
2,70,"0",36,"1",51
0,108,"1",0,"3",54
0,110,"0",0,"3",60
1,115,"0",13,"3",47
0,115,"1",0,"4",36
0,117,"0",0,"2",55
2,118,"0",20,"3",55
1,107,"0",5,"1",51
0,128,"0",0,"1",61
0,116,"1",0,"2",69
1,135,"0",16,"3",54
1,113,"0",3,"2",48
0,109,"0",0,"1",44
0,123,"0",0,"2",58
0,114,"0",0,"1",48
0,101,"1",0,"1",49
1,123,"0",10,"2",43
3,140,"0",6,"2",52
1,121,"0",14,"2",70
0.772055847834884,133,"0",0,"1",50
1,149,"0",8,"4",67
1,158,"0",34,"1",83
1,75,"0",2,"1",41
0,91,"1",0,"1",53
1,143,"0",14,"2",50
1,144,"0",3,"3",65
1,129,"0",1,"2",62
0.772055847834884,118,"0",0,"3",56
1,116,"0",8,"3",63
2,161,"1",14,"2",81
1,109,"0",10,"3",54
1,99,"0",48,"1",17
1,144,"0",26,"2",44
1,122,"0",1,"4",53
1,90,"0",6,"2",52
1,130,"0",26,"4",74
1,160,"0",10,"3",82
0,137,"1",0,"2",65
1,144,"0",4,"1",64
0,123,"0",0,"3",80
1,162,"0",31,"4",53
0,97,"0",0,"1",47
1,127,"0",7,"1",51
0,126,"0",0,"1",63
0,143,"0",0,"4",74
2,115,"0",10,"1",49
0,116,"0",0,"1",37
1,122.344953016065,"0",10,"4",73
1,76,"0",33,"3",61
1,130,"0",14,"4",57
0.772055847834884,138,"1",40,"1",82
1,89,"1",20,"3",32
1,152,"0",7,"1",66
0,118,"0",0,"4",49
1,126,"0",14,"1",68
0,123,"1",0,"4",52
0,92,"0",0,"2",33
1,121,"0",7,"2",56
2,123,"0",14,"2",50
0,122.344953016065,"1",0,"2",74
1,144,"0",15,"3",73
1,94,"1",14,"2",35
1,88,"0",5,"4",34
1,101,"0",15,"1",53
1,116,"0",19,"1",67
0,121,"0",0,"2",58
0,109,"0",0,"2",55
0,114,"0",10.1047995139733,"3",58
0,121,"0",0,"2",61
0,122,"0",0,"1",39
2,97,"0",4,"1",43
0,143,"0",0,"1",62
1,140,"0",4,"2",68
1,149,"0",15,"3",56
0,106,"0",0,"2",43
1,120,"0",6,"1",59
0,145,"0",0,"4",68
0,105,"0",0,"1",49
1,106,"0",34,"1",68
0,129,"1",0,"1",67
1,105,"1",13,"3",34
0,145,"1",0,"4",60
0,147,"0",0,"1",49
1,132,"0",27,"2",71
0,123,"0",0,"3",57
2,76,"0",12,"3",39
1,125,"0",18,"2",45
1,118,"0",10.1047995139733,"1",39
2,117,"0",46,"2",46
1,127,"0",8,"1",53
1,138,"0",11,"1",52
1,81,"0",37,"3",13
1,111,"0",16,"1",57
1,127,"0",17,"4",41
0,111,"0",0,"3",62
1,153,"0",5,"3",68
1,129,"0",3,"1",63
2,112,"0",10,"2",47
2,115,"0",8,"1",43
1,110,"1",4,"2",48
1,33,"0",12,"1",47
1,153,"0",39,"1",94
1,145,"0",18,"1",78
0,107,"0",0,"4",61
1,123,"1",2,"2",49
0,72,"0",0,"4",41
1,133,"1",15,"2",64
0,111,"0",0,"4",55
0,118,"0",0,"3",64
2,102,"0",36,"1",36
0,112,"0",0,"1",60
0,101,"0",0,"4",47
1,127,"0",20,"1",64
0,124,"0",0,"1",35
1,124,"0",10.1047995139733,"2",51
3,135,"0",36,"4",51
0,107,"1",0,"1",40
2,149,"0",34,"1",81
1,119,"0",3,"2",47
0,135,"0",0,"1",50
1,126,"0",50,"2",83
0,142,"1",0,"2",65
1,122.344953016065,"0",2,"3",60
1,127,"0",6,"4",60
1,130,"1",29,"2",79
1,130,"0",19,"3",42
1,119,"0",13,"4",62
2,97,"0",24,"2",47
0,147,"0",0,"2",58
1,133,"0",27,"2",44
0,102,"0",0,"1",45
1,123,"0",3,"3",52
0,108,"0",0,"2",68
1,113,"0",19,"4",41
1,96,"0",5,"4",43
2,137,"0",8,"3",67
0,99,"0",0,"3",51
1,152,"0",23,"3",82
2,140,"0",12,"2",55
1,160,"0",3,"1",67
1,137,"1",6,"1",69
2,131,"1",20,"1",58
1,122,"1",33,"2",34
0,106,"0",0,"2",46
0,131,"0",0,"2",68
2,102,"0",16,"4",41
1,113,"0",19,"1",67
1,131,"0",30,"3",42
0,140,"1",0,"1",64
1,116,"0",14,"1",47
3,136,"0",30,"1",54
0,139,"0",0,"2",70
0,124,"0",0,"3",72
0,129,"0",0,"4",67
0,133,"0",0,"4",71
0,175,"0",0,"1",83
1,149,"0",20,"4",52
0,65,"1",0,"3",33
2,121,"0",10,"3",50
1,19,"0",45,"2",4
0,119,"0",0,"1",38
2,121,"0",32,"2",55
1,59,"0",14,"1",20
0,83,"0",0,"3",40
1,68,"0",11,"3",36
1,141,"0",4,"1",63
0,115,"0",0,"1",78
1,71,"0",33,"1",64
0,113,"0",0,"1",65
1,128,"0",3,"4",53
0,127,"0",0,"4",55
1,130,"0",8,"1",58
0,101,"0",0,"1",57
1,143,"0",25,"1",51
0,143,"0",0,"1",56
0,93,"0",0,"3",43
1,75,"1",14,"1",38
0,151,"0",0,"4",53
0,135,"0",0,"1",52
1,144,"0",8,"1",67
0,128,"0",0,"3",57
1,115,"0",10,"2",47
2,135,"0",4,"1",60
2,95,"0",10,"2",46
1,123,"0",9,"4",56
1,152,"0",6,"1",55
0,150,"0",0,"1",60
0,111,"0",0,"2",50
0,149,"0",0,"2",64
2,144,"0",18,"1",72
2,100,"0",22,"1",53
0,144,"1",0,"4",53
0,128,"0",0,"1",72
1,122.344953016065,"0",35,"3",74
1,120,"0",16,"3",41
3,114,"0",6,"1",50
1,119,"1",22,"4",66
1,164,"0",15,"1",89
0,57,"0",0,"4",38
1,89,"0",11,"4",39
1,132,"0",18,"1",51
0,123,"0",0,"1",40
1,139,"0",14,"1",51
0,103,"0",0,"1",39
1,151,"0",25,"3",83
1,113,"1",15,"1",37
0,131,"0",0,"1",58
2,116,"0",12,"1",57
0,106,"0",0,"1",52
0,120,"0",0,"1",57
0,79,"0",0,"4",43
1,144,"0",22,"4",59
1,101,"1",10,"4",48
2,136,"0",24,"1",52
1,139,"1",20,"1",70
0,111,"0",0,"2",60
1,116,"0",33,"1",34
1,138,"0",7,"1",70
1,84,"0",10.1047995139733,"1",43
0,126,"0",0,"1",65
2,137,"0",24,"4",51
1,134,"0",8,"2",59
1,111,"0",29,"3",34
1,141,"0",6,"1",65
1,97,"1",2,"1",41
2,60,"0",4,"4",42
1,141,"1",41,"1",85
1,146,"0",3,"1",65
0,107,"0",0,"4",56
0,122.344953016065,"0",0,"4",41
3,126,"0",21,"4",52
1,139,"0",3,"1",57
0,160,"0",0,"4",80
1,155,"0",8,"1",62
1,112,"0",19,"4",66
0,110,"0",0,"1",37
0,133,"1",0,"2",54
2,147,"0",30,"3",57
1,159,"0",29,"1",80
1,110,"0",12,"3",51
1,136,"0",19,"2",46
1,158,"0",8,"1",64
1,146,"0",8,"2",66
1,49,"1",4,"4",29
1,141,"1",7,"3",59
3,147,"0",51,"2",57
1,67,"1",3,"3",36
0,159,"0",0,"3",80
0,137,"0",0,"4",67
1,86,"0",4,"2",43
1,123,"1",1,"4",63
1,105,"0",12,"3",47
0,154,"0",0,"1",72
1,123,"0",12,"4",44
1,151,"0",6,"1",80
2,102,"0",16,"2",43
2,105,"0",20,"2",51
0,130,"0",0,"4",56
1,143,"0",4,"1",65
0,126,"1",0,"3",66
0,113,"0",0,"1",37
1,146,"0",4,"1",55
0,107,"1",0,"2",47
1,126,"0",13,"3",64
2,126,"0",28,"1",72
1,114,"0",2,"4",43
1,109,"0",2,"4",41
1,98,"1",2,"3",53
1,135,"0",10,"3",60
1,155,"0",27,"3",44
1,134,"0",12,"4",70
0,107,"0",0,"1",64
0,162,"0",0,"2",83
0,67,"0",0,"1",30
2,122.344953016065,"0",10,"4",61
0,117,"0",0,"1",77
0,139,"0",0,"1",58
1,141,"0",1,"4",65
1,142,"0",5,"3",70
1,125,"0",20,"3",50
1,128,"0",13,"1",47
0,113,"0",0,"1",62
0,106,"0",0,"3",37
0,94,"1",0,"1",56
1,148,"1",27,"1",46
2,130,"0",16,"4",58
0,157,"0",0,"2",74
2,70,"0",42,"4",27
0,133,"0",0,"1",56
0,74,"0",0,"1",39
1,132,"0",8,"2",53
0,7,"0",0,"1",41
0,123,"0",0,"4",52
1,105,"0",25,"2",26
2,105,"0",16,"2",39
1,127,"0",30,"3",39
0,157,"1",0,"1",68
0,139,"0",0,"1",53
0,117,"0",0,"1",43
0,144,"0",0,"1",60
0,153,"0",0,"1",81
1,129,"0",16,"1",45
0,91,"0",0,"4",48
1,124,"1",15,"3",40
0,111,"0",0,"2",45
2,90,"0",26,"4",49
1,147,"0",16,"1",77
0,112,"0",0,"4",46
0,133,"1",0,"1",53
0,65,"0",0,"1",46
2,117,"0",40,"1",53
1,138,"1",23,"1",73
2,142,"0",10,"1",63
0,134,"0",0,"1",57
1,131,"0",31,"3",81
1,105,"0",3,"2",55
1,110,"0",14,"1",57
0,123,"0",0,"1",63
0,135,"0",0,"2",63
1,162,"1",3,"4",73
0.772055847834884,127,"0",32,"4",51
0,143,"0",0,"4",81
1,86,"0",12,"1",39
0,141,"0",0,"2",59
1,135,"0",18,"4",67
1,128,"0",3,"1",63
0,91,"0",0,"2",17
0,137,"1",0,"1",63
1,105,"0",5,"3",44
0,149,"0",0,"2",52
1,141,"1",7,"3",54
0,130,"0",0,"1",58
2,118,"0",42,"3",39
2,124,"0",14,"2",42
1,120,"0",24,"1",66
1,124,"0",8,"1",46
0,133,"0",0,"3",52
1,150,"0",12,"4",80
1,12,"0",38,"4",44
1,87,"0",4,"1",41
1,139,"0",1,"4",64
1,164,"0",15,"2",76
2,141,"0",2,"4",42
2,159,"0",22,"3",69
1,45,"0",15,"1",31
1,130,"0",19,"1",46
1,101,"0",3,"3",41
0,154,"1",0,"2",84
2,158,"0",16,"1",79
1,57,"0",9,"1",27
1,144,"0",21,"1",48
1,62,"0",7,"3",36
0,134,"0",0,"1",60
0,105,"0",0,"1",33
1,143,"0",9,"2",61
0,93,"0",0,"1",52
0,138,"1",0,"3",70
0,122,"0",0,"1",62
1,141,"0",15,"3",65
0,35,"0",0,"4",29
0,145,"0",0,"4",53
1,127,"0",19,"3",38
1,108,"0",10,"3",60
0,83,"1",0,"2",35
2,132,"0",32,"1",50
1,70,"0",8,"2",32
0,137,"0",0,"1",37
1,138,"0",4,"1",58
0,134,"0",0,"3",44
1,119,"0",9,"4",48
0,166,"0",0,"3",72
0,118,"1",0,"1",64
0,152,"0",0,"3",66
2,83,"0",2,"4",49
2,85,"0",22,"1",41
0,144,"0",0,"4",56
1,134,"1",14,"1",56
0,139,"0",0,"2",67
2,113,"0",24,"3",48
1,121,"1",1,"4",50
0,94,"0",0,"2",36
1,138,"1",12,"2",53
1,128,"0",12,"3",52
0,108,"0",0,"4",47
1,141,"0",20,"1",55
1,75,"1",24,"2",46
0,124,"0",0,"2",52
1,123,"0",14,"2",46
0,90,"0",0,"3",45
1,152,"0",6,"2",75
0,134,"0",0,"1",57
3,124,"0",33,"4",51
1,94,"0",29,"2",63
1,106,"0",5,"4",49
0,154,"0",0,"4",65
0,93,"0",0,"2",36
1,124,"0",3,"2",57
0,138,"0",0,"2",63
1,147,"0",5,"2",60
1,136,"0",4,"1",58
2,148,"0",38,"1",79
1,103,"0",2,"2",44
0,140,"0",0,"1",62
3,160,"0",21,"1",59
0,118,"0",0,"2",46
0,134,"0",0,"2",57
1,125,"0",18,"3",41
0,143,"1",0,"1",71
0,121,"0",0,"3",68
0,129,"0",0,"1",63
1,102,"0",16,"3",43
1,161,"0",2,"4",74
1,125,"1",17,"2",61
1,125,"0",4,"1",63
1,160,"0",29,"4",57
0,83,"0",0,"4",55
0,115,"1",0,"1",59
1,102,"0",2,"1",48
1,144,"1",32,"3",51
0,135,"0",0,"4",47
2,96,"0",12,"3",41
0,138,"1",0,"1",62
1,148,"0",13,"1",70
1,119,"1",12,"1",49
1,163,"0",5,"4",74
2,116,"0",4,"2",49
1,147,"1",15,"4",75
0,142,"0",0,"1",70
0,93,"1",0,"4",49
1,123,"0",12,"1",66
1,132,"0",23,"4",45
0,111,"1",0,"1",67
1,154,"0",7,"2",66
0,96,"0",0,"1",37
2,133,"1",20,"3",63
1,107,"0",11,"1",44
1,80,"0",16,"1",34
1,136,"0",14,"3",55
0,109,"0",0,"3",57
1,159,"0",15,"4",75
0,137,"0",0,"2",56
1,165,"0",13,"1",78
1,166,"0",2,"1",80
1,114,"0",24,"4",46
1,125,"0",10,"3",64
1,149,"0",3,"2",66
0,131,"0",0,"4",57
1,143,"0",23,"4",53
1,125,"0",7,"1",53
2,141,"0",12,"1",58
1,132,"0",6,"4",58
2,133,"0",12,"1",59
3,133,"0",18,"2",55
0,121,"0",0,"1",50
0,111,"0",0,"2",49
0,133,"0",0,"1",62
1,125,"0",16,"2",75
0,120,"0",0,"2",49
0,121,"0",0,"4",33
0,78,"0",0,"1",48
1,109,"0",16,"2",44
1,121,"0",12,"1",61
2,116,"0",14,"1",52
0,105,"0",0,"3",52
0,134,"0",0,"1",57
1,86,"0",4,"2",32
0,155,"0",0,"3",60
2,147,"0",32,"3",77
0,134,"0",0,"4",58
1,124,"0",15,"1",44
1,128,"0",7,"1",47
1,87,"0",3,"1",44
2,109,"0",28,"3",42
1,65,"0",9,"3",35
1,117,"0",1,"1",57
2,121,"0",68,"1",35
1,76,"0",6,"2",35
1,65,"1",5,"3",38
1,131,"1",17,"3",49
1,115,"0",8,"2",51
0,117,"0",10.1047995139733,"2",32
1,121,"0",1,"3",51
1,122,"0",4,"1",55
1,142,"0",4,"2",60
1,118,"0",4,"4",44
0,143,"0",0,"1",51
0,123,"0",0,"1",65
2,111,"0",102,"1",90
0,166,"0",0,"1",77
2,137,"0",32,"1",65
0,118,"0",0,"4",34
0.772055847834884,147,"1",0,"2",67
0,135,"0",0,"3",55
2,160,"1",54,"1",90
1,106,"0",24,"2",38
1,108,"0",34,"3",32
0,138,"1",0,"3",63
1,138,"0",8,"4",64
1,145,"0",5,"4",64
1,131,"0",18,"2",45
0,62,"0",0,"1",11
1,127,"1",11,"1",64
1,153,"0",10,"3",69
1,75,"0",12,"1",40
0,123,"0",0,"4",47
0,150,"0",0,"4",76
1,119,"1",6,"1",53
0,138,"0",0,"1",77
1,126,"1",21,"1",68
1,142,"0",9,"1",72
1,124,"0",8,"1",42
1,140,"1",6,"4",54
2,112,"0",40,"1",66
2,111,"0",10,"3",59
0,133,"0",0,"4",79
0,117,"0",0,"3",30
1,93,"0",10,"2",49
1,130,"1",19,"1",45
1,107,"0",19,"1",55
1,91,"0",5,"4",33
0,138,"0",0,"2",39
1,139,"0",11,"4",50
0,90,"0",0,"2",46
1,90,"0",15,"3",39
1,139,"0",6,"1",62
1,106,"0",11,"3",42
0,130,"0",0,"2",72
0,141,"0",0,"4",61
1,127,"0",15,"4",49
0,122,"0",0,"3",62
1,121,"0",30,"4",38
0,133,"0",0,"1",62
0,130,"0",0,"2",57
0,94,"0",10.1047995139733,"1",56
1,109,"0",28,"1",65
0,140,"0",0,"2",46
1,124,"0",8,"3",68
2,80,"0",6,"1",49
1,159,"0",10.1047995139733,"1",73
1,105,"0",11,"1",48
0,140,"0",0,"1",60
1,129,"1",5,"1",53
0,117,"0",0,"2",50
0,141,"0",0,"1",63
1,128,"0",10,"2",51
0,117,"0",0,"1",50
2,107,"0",6,"1",45
0,141,"1",0,"3",61
1,131,"0",10,"1",57
0,150,"1",0,"3",59
1,131,"0",28,"4",37
1,138,"0",33,"1",76
2,170,"0",44,"2",73
0,142,"0",0,"1",78
0,104,"0",0,"1",62
1,118,"0",10.1047995139733,"2",59
1,114,"1",14,"1",59
0,133,"0",0,"3",57
1,100,"0",4,"2",49
0,143,"0",0,"1",70
1,128,"0",16,"2",56
1,143,"0",7,"2",68
1,120,"0",11,"4",44
0,144,"0",0,"4",65
1,95,"0",17,"4",41
0,128,"1",0,"1",54
0,129,"0",0,"4",65
1,131,"0",9,"1",68
2,129,"0",40,"1",49
2,128,"0",22,"1",55
0.772055847834884,119,"0",0,"1",57
2,142,"0",28,"1",63
1,96,"0",11,"3",52
1,120,"0",12,"3",51
0,115,"1",0,"2",64
2,105,"0",4,"2",41
3,154,"1",9,"2",63
0,134,"1",0,"3",59
0,133,"0",0,"1",62
2,155,"0",14,"1",60
0,130,"0",0,"2",63
0,122,"0",0,"2",46
1,125,"0",14,"1",61
1,142,"0",3,"3",60
0,155,"0",0,"2",62
0,105,"0",0,"1",46
1,139,"0",6,"4",65
1,137,"0",8,"4",62
1,128,"0",11,"1",55
1,156,"0",15,"3",58
1,104,"0",14,"1",37
2,101,"0",38,"3",43
0,135,"0",0,"1",53
1,105,"0",9,"2",41
0,158,"0",0,"3",91
0,144,"0",0,"4",58
1,149,"0",4,"4",66
1,122,"0",17,"1",64
1,149,"0",8,"1",60
0,60,"0",0,"4",50
1,123,"0",8,"3",58
1,130,"0",8,"3",52
0,132,"0",0,"2",64
2,126,"0",6,"1",53
1,122.344953016065,"0",37,"1",80
0,128,"0",0,"1",57
0,79,"0",0,"1",47
1,97,"1",2,"3",54
2,110,"0",20,"4",61
0,101,"0",0,"2",47
0,128,"0",0,"4",61
2,48,"0",44,"1",23
1,119,"0",12,"4",57
1,152,"0",31,"2",80
1,129,"0",10,"1",55
0,131,"0",0,"1",71
1,140,"0",12,"1",48
0,120,"0",0,"1",46
0,119,"1",0,"1",60
1,162,"0",20,"1",84
0,120,"1",0,"2",51
0,127,"0",0,"1",40
0,117,"0",0,"4",44
0,162,"0",0,"1",79
0,125,"0",0,"1",34
2,106,"0",4,"3",51
1,117,"0",10,"1",55
0,113,"0",0,"1",52
0,127,"0",0,"3",49
2,88,"0",6,"4",38
1,117,"0",12,"2",35
0,113,"0",0,"1",59
1,117,"0",21,"1",65
0,113,"0",0,"1",49
1,125,"0",5,"2",64
1,136,"1",3,"3",69
1,91,"0",6,"1",44
0,96,"0",0,"1",47
1,132,"0",13,"1",45
0,93,"0",0,"1",47
1,124,"0",33,"1",77
0,66,"0",0,"1",35
0,121,"0",0,"2",58
1,103,"0",23,"2",42
1,136,"0",3,"1",56
0,49,"0",0,"3",30
1,137,"0",6,"1",60
1,111,"0",30,"1",71
1,74,"0",9,"4",41
2,129,"0",44,"3",68
0,115,"0",0,"3",55
2,129,"0",32,"3",46
1,69,"0",12,"3",52
1,160,"0",11,"2",83
1,91,"0",16,"1",30
1,127,"0",13,"1",54
1,179,"0",3,"4",83
1,149,"0",24,"1",80
1,155,"0",17,"3",83
1,138,"0",10,"1",65
1,128,"0",14,"1",63
1,104,"0",18,"3",42
1,103,"0",17,"2",48
2,134,"0",34,"1",54
1,139,"1",27,"1",49
1,123,"0",3,"1",51
1,144,"0",13,"2",61
1,109,"0",8,"3",60
1,128,"0",5,"4",64
2,114,"0",48,"4",41
0,144,"0",0,"1",64
1,116,"0",11,"2",53
1,91,"0",9,"2",45
0,105,"0",0,"4",42
1,131,"0",11,"3",54
1,148,"0",18,"2",75
1,114,"0",2,"2",50
1,152,"0",21,"1",53
1,171,"0",26,"1",61
0,149,"0",0,"3",73
1,135,"0",2,"1",54
1,132,"0",14,"3",63
1,147,"1",13,"2",56
1,83,"0",2,"1",39
1,137,"0",2,"3",62
0,140,"0",0,"2",77
1,155,"0",2,"2",67
1,124,"0",26,"4",39
1,126,"0",23,"1",42
1,121,"0",4,"4",55
2,121,"0",38,"4",65
0.772055847834884,136,"0",4,"1",63
0,91,"0",0,"4",35
